序号,自我肯定语-V1,字数,负责人,标注,备注,,,,,,,,,,,,,,,,
814,我懂得说不，保护我的精神和身体福祉,17,切尔西,,,,,,,,,,,,,,,,,,
815,我选择积极面对生活的不确定性。,15,切尔西,,,,,,,,,,,,,,,,,,
816,每一步探索都是自我发现之旅。,14,切尔西,,,,,,,,,,,,,,,,,,
817,我有能力塑造自己想要的未来。,14,切尔西,,,,,,,,,,,,,,,,,,
818,我的内心有无尽的潜能等待发掘。,15,切尔西,,,,,,,,,,,,,,,,,,
819,我愿意接受挑战，相信自我成长的力量。,18,切尔西,,,,,,,,,,,,,,,,,,
820,我拥有战胜无助的力量。,11,切尔西,,,,,,,,,,,,,,,,,,
821,我能在困难中发现自身的潜力。,14,切尔西,,,,,,,,,,,,,,,,,,
822,我相信自己能找回内心的方向。,14,切尔西,,,,,,,,,,,,,,,,,,
823,我有能力将无助变为成长的动力。,15,切尔西,,,,,,,,,,,,,,,,,,
824,我将持续行动，直至无助感消散。,15,切尔西,,,,,,,,,,,,,,,,,,
825,我能在内心找到安宁,9,切尔西,,,,,,,,,,,,,,,,,,
826,我相信自己的价值无需外界肯定,14,切尔西,,,,,,,,,,,,,,,,,,
827,我有能力面对生活中的不确定性,14,切尔西,,,,,,,,,,,,,,,,,,
828,我的存在本身就是安全和稳定的,14,切尔西,,,,,,,,,,,,,,,,,,
829,我学会从小事中感受内心的平和,14,切尔西,,,,,,,,,,,,,,,,,,
830,我接受自己所有的情感，它们使我更完整。,19,切尔西,,,,,,,,,,,,,,,,,,
831,我情绪的波动，是我成长的一部分。,16,切尔西,,,,,,,,,,,,,,,,,,
832,我能管理好自己的情绪，我感到自豪。,17,切尔西,,,,,,,,,,,,,,,,,,
833,我感谢每一次情绪起伏，它们让我更了解自己。,21,切尔西,,,,,,,,,,,,,,,,,,
834,我有能力在情绪波动中找到平衡。,15,切尔西,,,,,,,,,,,,,,,,,,
835,我内心坚强，不受外界侮辱影响。,15,切尔西,,,,,,,,,,,,,,,,,,
836,我的价值不由他人评价定义。,13,切尔西,,,,,,,,,,,,,,,,,,
837,我能够从容应对各种非议和误解。,15,切尔西,,,,,,,,,,,,,,,,,,
838,我选择用行动证明自己，而非受他人言论影响。,21,切尔西,,,,,,,,,,,,,,,,,,
839,我懂得尊重自己，不因外界言论动摇。,17,切尔西,,,,,,,,,,,,,,,,,,
840,我感激生活中的每一份恩赐。,13,切尔西,,,,,,,,,,,,,,,,,,
841,我心怀感激于每日的小事之中。,14,切尔西,,,,,,,,,,,,,,,,,,
842,我发现身边的美好，并心存感激。,15,切尔西,,,,,,,,,,,,,,,,,,
843,我以感激之心对待每一次相遇。,14,切尔西,,,,,,,,,,,,,,,,,,
844,我感谢每一次跌倒，它教我学会感恩。,17,切尔西,,,,,,,,,,,,,,,,,,
845,我学会从记忆中汲取力量,11,切尔西,,,,,,,,,,,,,,,,,,
846,我有能力将记忆转化为前进的动力,15,切尔西,,,,,,,,,,,,,,,,,,
847,每一次记忆闪回，我都在变得更强大,16,切尔西,,,,,,,,,,,,,,,,,,
848,我感谢记忆带给我的经验与教训,14,切尔西,,,,,,,,,,,,,,,,,,
849,我有能力选择如何面对记忆的挑战,15,切尔西,,,,,,,,,,,,,,,,,,
850,我选择用理解代替攻击，内心更平和。,17,切尔西,,,,,,,,,,,,,,,,,,
851,我有能力化解冲突，走向和谐。,14,切尔西,,,,,,,,,,,,,,,,,,
852,我通过沟通解决问题，提升自我。,15,切尔西,,,,,,,,,,,,,,,,,,
853,我理解他人，也尊重自己的观点。,15,切尔西,,,,,,,,,,,,,,,,,,
854,我的情绪由我来控制，不伤害他人。,16,切尔西,,,,,,,,,,,,,,,,,,
855,我懂得用智慧化解冲突。,11,切尔西,,,,,,,,,,,,,,,,,,
856,我选择平和的方式表达不同意见。,15,切尔西,,,,,,,,,,,,,,,,,,
857,我有能力从冲突中寻找共同点。,14,切尔西,,,,,,,,,,,,,,,,,,
858,我坚信沟通能解决任何问题。,13,切尔西,,,,,,,,,,,,,,,,,,
859,我尊重每个人的观点，即使它们与我不同。,19,切尔西,,,,,,,,,,,,,,,,,,
860,我正学习用开放的心态去交流。,14,切尔西,,,,,,,,,,,,,,,,,,
861,我能够倾听他人，也愿意分享自己。,16,切尔西,,,,,,,,,,,,,,,,,,
862,我拥抱每一次对话，它是自我成长的机会。,19,切尔西,,,,,,,,,,,,,,,,,,
863,我相信真诚沟通的力量，它连接你我。,17,切尔西,,,,,,,,,,,,,,,,,,
864,我每天练习表达自己，增强交流能力。,17,切尔西,,,,,,,,,,,,,,,,,,
865,我内心平和，能安然入睡,11,切尔西,,,,,,,,,,,,,,,,,,
866,我有能力调整身心，享受甜美梦境,15,切尔西,,,,,,,,,,,,,,,,,,
867,我感激每一次的休息和恢复,12,切尔西,,,,,,,,,,,,,,,,,,
868,我通过放松身心，迎接优质睡眠,14,切尔西,,,,,,,,,,,,,,,,,,
869,我珍惜夜晚的宁静，它让我精神焕发,16,切尔西,,,,,,,,,,,,,,,,,,
870,我能控制自己的情绪，选择宽恕。,15,切尔西,,,,,,,,,,,,,,,,,,
871,我原谅过去的伤害，珍视内心的平和。,17,切尔西,,,,,,,,,,,,,,,,,,
872,我释放愤怒，拥抱内心的宁静。,14,切尔西,,,,,,,,,,,,,,,,,,
873,我有能力转化怨恨，寻找积极的解决方案。,19,切尔西,,,,,,,,,,,,,,,,,,
874,我选择用爱和理解来化解心中的怨恨。,17,切尔西,,,,,,,,,,,,,,,,,,
875,我释怀过往，把握当下,10,切尔西,,,,,,,,,,,,,,,,,,
876,我选择向前看，前方总有新希望,14,切尔西,,,,,,,,,,,,,,,,,,
877,每个选择都铸就今天的我，我为此骄傲,17,切尔西,,,,,,,,,,,,,,,,,,
878,我以行动改写未来，让后悔成为动力,16,切尔西,,,,,,,,,,,,,,,,,,
879,我拥有从经历中学习并成长的能力,15,切尔西,,,,,,,,,,,,,,,,,,
880,我能在混乱中找到自己的秩序。,14,切尔西,,,,,,,,,,,,,,,,,,
881,我有能力管理好自己的生活。,13,切尔西,,,,,,,,,,,,,,,,,,
882,我的情绪是我的老师，教会我如何成长。,18,切尔西,,,,,,,,,,,,,,,,,,
883,每一步小改变，都在引领我通向清晰的未来。,20,切尔西,,,,,,,,,,,,,,,,,,
884,我选择心平气和，面对生活的每一个瞬间。,19,切尔西,,,,,,,,,,,,,,,,,,
885,我能够集中精神，专注于当下。,14,切尔西,,,,,,,,,,,,,,,,,,
886,我的内心有力量，可以克服分心。,15,切尔西,,,,,,,,,,,,,,,,,,
887,我选择专注于最重要的任务。,13,切尔西,,,,,,,,,,,,,,,,,,
888,我每一次呼吸都带来新的专注力。,15,切尔西,,,,,,,,,,,,,,,,,,
889,我有意识地管理我的注意力。,13,切尔西,,,,,,,,,,,,,,,,,,
890,我通过重复练习，记忆力逐渐提升。,16,切尔西,,,,,,,,,,,,,,,,,,
891,我利用笔记和图表，有效管理记忆。,16,切尔西,,,,,,,,,,,,,,,,,,
892,我每天学习新事物，锻炼大脑灵活性。,17,切尔西,,,,,,,,,,,,,,,,,,
893,我静心冥想，提升注意力和记忆力。,16,切尔西,,,,,,,,,,,,,,,,,,
894,我感恩生活中的每一点进步。,13,切尔西,,,,,,,,,,,,,,,,,,
895,我能明晰个人价值观，为决策指引方向。,18,切尔西,,,,,,,,,,,,,,,,,,
896,我选择听从内心，信任自己的直觉。,16,切尔西,,,,,,,,,,,,,,,,,,
897,我勇于承担责任，为自己的选择自豪。,17,切尔西,,,,,,,,,,,,,,,,,,
898,我有能力分析利弊，做出明智的选择。,17,切尔西,,,,,,,,,,,,,,,,,,
899,我将冷静思考，智慧地应对每一个决策。,18,切尔西,,,,,,,,,,,,,,,,,,
900,我内在的价值无与伦比。,11,切尔西,,,,,,,,,,,,,,,,,,
901,我相信自己，每一天都更加坚定。,15,切尔西,,,,,,,,,,,,,,,,,,
902,我的存在对世界有着独特的意义。,15,切尔西,,,,,,,,,,,,,,,,,,
903,我能克服自我怀疑，释放内在的光芒。,17,切尔西,,,,,,,,,,,,,,,,,,
904,我选择看重自己，正如宇宙看重每一颗星星。,20,切尔西,,,,,,,,,,,,,,,,,,
905,我心怀感激，珍视身边的人和事。,15,切尔西,,,,,,,,,,,,,,,,,,
906,我感恩每一次挑战，它让我成长。,15,切尔西,,,,,,,,,,,,,,,,,,
907,我每天寻找值得感谢的美好事物。,15,切尔西,,,,,,,,,,,,,,,,,,
908,我学会感恩，让心灵充满阳光。,14,切尔西,,,,,,,,,,,,,,,,,,
909,我理解自己，拥抱内心的每一面。,15,切尔西,,,,,,,,,,,,,,,,,,
910,我能温柔地接纳自己的全部。,13,切尔西,,,,,,,,,,,,,,,,,,
911,我信任自己的感受，它们指引我成长。,17,切尔西,,,,,,,,,,,,,,,,,,
912,我拥有整合自我的力量，我尊重自己的完整性。,21,切尔西,,,,,,,,,,,,,,,,,,
913,我肯定自己的存在，每一部分都值得被爱。,19,切尔西,,,,,,,,,,,,,,,,,,
914,我拥有开口表达自己的勇气。,13,切尔西,,,,,,,,,,,,,,,,,,
915,我珍视每一次与人交流的机会。,14,切尔西,,,,,,,,,,,,,,,,,,
916,我相信沟通能带来理解和联结。,14,切尔西,,,,,,,,,,,,,,,,,,
917,我将主动倾听，同时勇于表达自己的声音。,19,切尔西,,,,,,,,,,,,,,,,,,
918,我在交流中不断成长，变得更加自信。,17,切尔西,,,,,,,,,,,,,,,,,,
919,我拥有重启社交的力量。,11,切尔西,,,,,,,,,,,,,,,,,,
920,我能勇敢地迈出第一步，结交新朋友。,17,切尔西,,,,,,,,,,,,,,,,,,
921,我有能力通过小行动来建立新的联系。,17,切尔西,,,,,,,,,,,,,,,,,,
922,我相信自我价值，这将吸引他人前来。,17,切尔西,,,,,,,,,,,,,,,,,,
923,我将通过积极的交流，建立更深的人际关系。,20,切尔西,,,,,,,,,,,,,,,,,,
924,我内心的力量，让我迈出每一步。,15,切尔西,,,,,,,,,,,,,,,,,,
925,与人交流，我能展现真实的自我。,15,切尔西,,,,,,,,,,,,,,,,,,
926,我能够倾听，也愿意分享我的故事。,16,切尔西,,,,,,,,,,,,,,,,,,
927,每次社交尝试，都让我更接近成长。,16,切尔西,,,,,,,,,,,,,,,,,,
928,我珍视每一次与人连接的机会。,14,切尔西,,,,,,,,,,,,,,,,,,
929,我的内心充满光明，温暖渐至。,14,切尔西,,,,,,,,,,,,,,,,,,
930,我能感受生活的点滴美好，情感复苏。,17,切尔西,,,,,,,,,,,,,,,,,,
931,我学会倾听内心的声音，情感在觉醒。,17,切尔西,,,,,,,,,,,,,,,,,,
932,我选择接纳和体验情感，慢慢地恢复敏感。,19,切尔西,,,,,,,,,,,,,,,,,,
933,我的情感世界在滋养中变得更加丰富多彩。,19,切尔西,,,,,,,,,,,,,,,,,,
934,我每天都会有新的进步，逐渐恢复活力。,18,切尔西,,,,,,,,,,,,,,,,,,
935,我有能力调整自己，重燃对生活的热情。,18,切尔西,,,,,,,,,,,,,,,,,,
936,我将通过积极行动，逐步提升生活质量。,18,切尔西,,,,,,,,,,,,,,,,,,
937,我相信自己的适应力，会逐渐找回生活节奏。,20,切尔西,,,,,,,,,,,,,,,,,,
938,我珍视自己的每一步成长，生活功能将日益强大。,22,切尔西,,,,,,,,,,,,,,,,,,
939,我欣赏自己的每一个选择，无论大小。,17,切尔西,,,,,,,,,,,,,,,,,,
940,我理解欲望的起伏，我知道我总能找回激情。,20,切尔西,,,,,,,,,,,,,,,,,,
941,我允许自己体验宁静，这是内心平和的体现。,20,切尔西,,,,,,,,,,,,,,,,,,
942,我的每一刻都是新的开始，我对未来充满期待。,21,切尔西,,,,,,,,,,,,,,,,,,
943,我感恩生活中的每一份体验，它们塑造了我。,20,切尔西,,,,,,,,,,,,,,,,,,
944,我选择用微笑迎接每一天。,12,切尔西,,,,,,,,,,,,,,,,,,
945,我坚信黑暗过后是黎明。,11,切尔西,,,,,,,,,,,,,,,,,,
946,我相信内心有无尽的光芒。,12,切尔西,,,,,,,,,,,,,,,,,,
947,每一次挑战，都是自我成长的机会。,16,切尔西,,,,,,,,,,,,,,,,,,
948,我有能力将悲观转化为希望。,13,切尔西,,,,,,,,,,,,,,,,,,
949,我能够理解不同观点，拥抱多样性。,16,切尔西,,,,,,,,,,,,,,,,,,
950,我学习接受新信息，逐步调整自己的认知。,19,切尔西,,,,,,,,,,,,,,,,,,
951,我坚信自己的适应力，积极面对变化。,17,切尔西,,,,,,,,,,,,,,,,,,
952,我在不同声音中寻找平衡，稳步前行。,17,切尔西,,,,,,,,,,,,,,,,,,
953,我相信通过深入思考，我能解决认知上的冲突。,21,切尔西,,,,,,,,,,,,,,,,,,
954,我的经历塑造了今天的我，我值得骄傲。,18,切尔西,,,,,,,,,,,,,,,,,,
955,我有能力将挑战转化为成长的机会。,16,切尔西,,,,,,,,,,,,,,,,,,
956,我选择专注于进步，而非过去的失误。,17,切尔西,,,,,,,,,,,,,,,,,,
957,我欣赏自己的每一个努力，无论结果如何。,19,切尔西,,,,,,,,,,,,,,,,,,
958,我原谅自己的不完美，因为这是成长的一部分。,21,切尔西,,,,,,,,,,,,,,,,,,
959,我拥有改变命运的力量,10,切尔西,,,,,,,,,,,,,,,,,,
960,我相信自己的抉择能塑造未来,13,切尔西,,,,,,,,,,,,,,,,,,
961,每一步前行都是我自由意志的体现,15,切尔西,,,,,,,,,,,,,,,,,,
962,我拒绝宿命论，拥抱可能,11,切尔西,,,,,,,,,,,,,,,,,,
963,我的每一选择都为我的明天铺路,14,切尔西,,,,,,,,,,,,,,,,,,
964,我每晚都能安然入睡。,10,切尔西,,,,,,,,,,,,,,,,,,
965,我能够放松身心，迎接甜美梦境。,15,切尔西,,,,,,,,,,,,,,,,,,
966,我在宁静的夜晚找到内心的平和。,15,切尔西,,,,,,,,,,,,,,,,,,
967,我感谢每个夜晚给予我的休息机会。,16,切尔西,,,,,,,,,,,,,,,,,,
968,我相信明天醒来，我将焕发活力。,15,切尔西,,,,,,,,,,,,,,,,,,
969,我有能力战胜依赖，走向健康生活。,16,切尔西,,,,,,,,,,,,,,,,,,
970,我相信自己的选择，能够远离药物的诱惑。,19,切尔西,,,,,,,,,,,,,,,,,,
971,我学会了倾听内心的声音，拒绝了药物的束缚。,21,切尔西,,,,,,,,,,,,,,,,,,
972,我每天都在进步，逐步摆脱对药物的依赖。,19,切尔西,,,,,,,,,,,,,,,,,,
973,我拥有强大的意志力，能够战胜一切药物的引诱。,22,切尔西,,,,,,,,,,,,,,,,,,
974,我选择健康饮食，充实身心,12,切尔西,,,,,,,,,,,,,,,,,,
975,我能够控制欲望，培养良好习惯,14,切尔西,,,,,,,,,,,,,,,,,,
976,我有能力戒除不良习惯，迈向健康生活,17,切尔西,,,,,,,,,,,,,,,,,,
977,我珍惜身体，拒绝熬夜和酗酒,13,切尔西,,,,,,,,,,,,,,,,,,
978,我决定改变，每一天都更接近理想自我,17,切尔西,,,,,,,,,,,,,,,,,,
979,我选择爱护自己，珍视生命的每一步。,17,切尔西,,,,,,,,,,,,,,,,,,
980,我有能力控制冲动，选择积极的生活态度。,19,切尔西,,,,,,,,,,,,,,,,,,
981,我用正面行为替代消极想法，自信成长。,18,切尔西,,,,,,,,,,,,,,,,,,
982,我理解自己的价值，拒绝自我伤害的冲动。,19,切尔西,,,,,,,,,,,,,,,,,,
983,我拥有改变的力量，每一天都更接近更好的自我。,22,切尔西,,,,,,,,,,,,,,,,,,
984,我内心的强大是无需外求的堡垒。,15,切尔西,,,,,,,,,,,,,,,,,,
985,我能够给予自己最深的安全感和信任。,17,切尔西,,,,,,,,,,,,,,,,,,
986,我的每一步行动都在巩固内心的安宁。,17,切尔西,,,,,,,,,,,,,,,,,,
987,我相信自己的选择，它们是我安全感的基石。,20,切尔西,,,,,,,,,,,,,,,,,,
988,我勇敢面对挑战，因为我知道我可以依靠自己。,21,切尔西,,,,,,,,,,,,,,,,,,
989,悲伤是我情感的一部分，我接受它。,16,切尔西,,,,,,,,,,,,,,,,,,
990,我有能力感受悲伤，也有能力超越它。,17,切尔西,,,,,,,,,,,,,,,,,,
991,每一次的悲伤都是成长的机会。,14,切尔西,,,,,,,,,,,,,,,,,,
992,我愿意给自己时间和空间去体验和治愈。,18,切尔西,,,,,,,,,,,,,,,,,,
993,悲伤不能定义我，我有力量找到快乐。,17,切尔西,,,,,,,,,,,,,,,,,,
994,我的内心充满无限可能,10,切尔西,,,,,,,,,,,,,,,,,,
995,我能在平凡中发现不凡,10,切尔西,,,,,,,,,,,,,,,,,,
996,我感受到生活的每一丝温暖,12,切尔西,,,,,,,,,,,,,,,,,,
997,我以积极的眼光看待未来的每一步,15,切尔西,,,,,,,,,,,,,,,,,,
998,我懂得在宁静中寻找力量,11,切尔西,,,,,,,,,,,,,,,,,,
999,我的生活充满无限可能。,11,切尔西,,,,,,,,,,,,,,,,,,
1000,我的存在本身就是意义。,11,切尔西,,,,,,,,,,,,,,,,,,
1001,我在探索中发现生活的价值。,13,大卫,,,,,,,,,,,,,,,,,,
1002,我能在小事中找到快乐和意义。,14,大卫,,,,,,,,,,,,,,,,,,
1003,我通过行动赋予生活更深的意义。,15,大卫,,,,,,,,,,,,,,,,,,
1004,我对自己的价值深信不疑。,12,大卫,,,,,,,,,,,,,,,,,,
1005,我认识到自己独特且宝贵的贡献。,15,大卫,,,,,,,,,,,,,,,,,,
1006,我拥有力量，能够实现自我价值。,15,大卫,,,,,,,,,,,,,,,,,,
1007,我拥有无限的潜能，等待我去发掘。,16,大卫,,,,,,,,,,,,,,,,,,
1008,我持续成长，每天都向更好的自己靠近。,18,大卫,,,,,,,,,,,,,,,,,,
1009,我的情感丰富而真实，值得被倾听。,16,大卫,,,,,,,,,,,,,,,,,,
1010,我释放情感，拥抱内心的自由。,14,大卫,,,,,,,,,,,,,,,,,,
1011,我在感悟中成长，情感是我的导师。,16,大卫,,,,,,,,,,,,,,,,,,
1012,我学会表达，让爱与理解流动。,14,大卫,,,,,,,,,,,,,,,,,,
1013,我的情感是力量，助我连接世界。,15,大卫,,,,,,,,,,,,,,,,,,
1014,我能清晰表达自己的想法,11,大卫,,,,,,,,,,,,,,,,,,
1015,我倾听他人，沟通能力逐渐提升,14,大卫,,,,,,,,,,,,,,,,,,
1016,我勇于敞开心扉，与人真诚交流,14,大卫,,,,,,,,,,,,,,,,,,
1017,我每日练习，沟通技巧正逐步改善,15,大卫,,,,,,,,,,,,,,,,,,
1018,我尊重不同观点，这让我更善于交流,16,大卫,,,,,,,,,,,,,,,,,,
1019,我心怀感激，珍惜每一份恩赐。,14,大卫,,,,,,,,,,,,,,,,,,
1020,我懂得感恩，生活因此更加美好。,15,大卫,,,,,,,,,,,,,,,,,,
1021,我感谢每一次帮助，它是我成长的助力。,18,大卫,,,,,,,,,,,,,,,,,,
1022,我感恩每一次挑战，它们铸就我的勇气。,18,大卫,,,,,,,,,,,,,,,,,,
1023,我相信感恩之心，能吸引更多幸福。,16,大卫,,,,,,,,,,,,,,,,,,
1024,我选择理解他人，用爱化解愤怒。,15,大卫,,,,,,,,,,,,,,,,,,
1025,我有能力控制情绪，以和平的态度对话。,18,大卫,,,,,,,,,,,,,,,,,,
1026,我用同理心看待冲突，寻求和解的道路。,18,大卫,,,,,,,,,,,,,,,,,,
1027,我致力于通过沟通解决问题，而非使用攻击性。,21,大卫,,,,,,,,,,,,,,,,,,
1028,我认识到每个人值得被尊重，包括我自己。,19,大卫,,,,,,,,,,,,,,,,,,
1029,我有能力打开心扉，与人交流。,14,大卫,,,,,,,,,,,,,,,,,,
1030,我相信真挚的对话能带来新的友谊。,16,大卫,,,,,,,,,,,,,,,,,,
1031,我选择主动倾听，这让我与人更亲近。,17,大卫,,,,,,,,,,,,,,,,,,
1032,我理解每个人的不同，愿意耐心沟通。,17,大卫,,,,,,,,,,,,,,,,,,
1033,我欣赏自己的每一次勇敢尝试，无论结果如何。,21,大卫,,,,,,,,,,,,,,,,,,
1034,我理解每个家庭成员都是独立的个体。,17,大卫,,,,,,,,,,,,,,,,,,
1035,我尊重家庭成员的差异，相信我们的联系超越了表面的不同。,27,大卫,,,,,,,,,,,,,,,,,,
1036,我能够倾听家人的感受，这也帮助我更好地理解自己。,24,大卫,,,,,,,,,,,,,,,,,,
1037,我认识到与家人的关系是我成长的一部分，我从中学习爱和包容。,29,大卫,,,,,,,,,,,,,,,,,,
1038,我相信通过沟通和理解，我能与家人建立更深层次的关系。,26,大卫,,,,,,,,,,,,,,,,,,
1039,我在成长中学习，每个阶段都有自己的价值。,20,大卫,,,,,,,,,,,,,,,,,,
1040,我乐于接受这个年龄的挑战，不必急于承担成人的责任。,25,大卫,,,,,,,,,,,,,,,,,,
1041,我认识到，做孩子也是一种智慧，我享受这个阶段的乐趣。,26,大卫,,,,,,,,,,,,,,,,,,
1042,我理解每个角色的价值，现在就是做自己最好的时候。,24,大卫,,,,,,,,,,,,,,,,,,
1043,我不必过早承担成人的角色，我有足够的时间去探索自我。,26,大卫,,,,,,,,,,,,,,,,,,
1044,我的存在对世界有独特的价值。,14,大卫,,,,,,,,,,,,,,,,,,
1045,我学会从不同的角度看问题，不局限于己见。,20,大卫,,,,,,,,,,,,,,,,,,
1046,我接受事情的结果，不独自承担所有责任。,19,大卫,,,,,,,,,,,,,,,,,,
1047,我相信合作的力量，愿意与他人共同面对挑战。,21,大卫,,,,,,,,,,,,,,,,,,
1048,我理解并接纳，每个个体都是独立且有价值的存在。,23,大卫,,,,,,,,,,,,,,,,,,
1049,我享受与人交流的每一刻。,12,大卫,,,,,,,,,,,,,,,,,,
1050,我有能力在社交中找到乐趣。,13,大卫,,,,,,,,,,,,,,,,,,
1051,我相信自己能建立深刻的人际关系。,16,大卫,,,,,,,,,,,,,,,,,,
1052,我在社交场合中表现得越来越自信。,16,大卫,,,,,,,,,,,,,,,,,,
1053,我珍惜每一次与人连接的机会。,14,大卫,,,,,,,,,,,,,,,,,,
1054,我选择相信，而非无端猜疑。,13,大卫,,,,,,,,,,,,,,,,,,
1055,我信任他人，也相信自我价值。,14,大卫,,,,,,,,,,,,,,,,,,
1056,我以积极态度面对人际关系。,13,大卫,,,,,,,,,,,,,,,,,,
1057,我相信沟通能化解误解和猜疑。,14,大卫,,,,,,,,,,,,,,,,,,
1058,我选择用理解和爱来替代猜疑。,14,大卫,,,,,,,,,,,,,,,,,,
1059,我相信自己内在的力量，足以面对世界。,18,大卫,,,,,,,,,,,,,,,,,,
1060,我内心有光，无需外界认可即能熠熠生辉。,19,大卫,,,,,,,,,,,,,,,,,,
1061,我接受爱与支持，但更明白自我价值的核心在自己。,23,大卫,,,,,,,,,,,,,,,,,,
1062,我能够独立思考，不依赖他人就能做出正确决策。,22,大卫,,,,,,,,,,,,,,,,,,
1063,我懂得自我滋养，无需外物也能感到内心的满足和平静。,25,大卫,,,,,,,,,,,,,,,,,,
1064,我能够打破传统，塑造自己的未来。,16,大卫,,,,,,,,,,,,,,,,,,
1065,我不被过去束缚，今日我选择自由。,16,大卫,,,,,,,,,,,,,,,,,,
1066,我理解家族历程，但我选择不同的道路。,18,大卫,,,,,,,,,,,,,,,,,,
1067,我有能力创造自己的价值，不受家族影响。,19,大卫,,,,,,,,,,,,,,,,,,
1068,我拥抱变化，为下一代树立新的榜样。,17,大卫,,,,,,,,,,,,,,,,,,
1069,我内心的力量是我最大的安全港。,15,大卫,,,,,,,,,,,,,,,,,,
1070,我相信自己，我能给予自己安全感。,16,大卫,,,,,,,,,,,,,,,,,,
1071,每个呼吸都让我更接近内心的平静。,16,大卫,,,,,,,,,,,,,,,,,,
1072,我选择勇敢面对未知，因为它培养了我的自信。,21,大卫,,,,,,,,,,,,,,,,,,
1073,我感恩每次挑战，它们让我更强大，更安全。,20,大卫,,,,,,,,,,,,,,,,,,
1074,我能在独处中找到内心的平静。,14,大卫,,,,,,,,,,,,,,,,,,
1075,我选择与自己和解，拥抱孤独。,14,大卫,,,,,,,,,,,,,,,,,,
1076,我感谢孤独，它让我更深刻地认识自己。,18,大卫,,,,,,,,,,,,,,,,,,
1077,我相信即使独自一人，我也能过得很充实。,19,大卫,,,,,,,,,,,,,,,,,,
1078,我有能力从孤立中汲取力量，找到新的方向。,20,大卫,,,,,,,,,,,,,,,,,,
1079,我的价值不在于他人的看法。,13,大卫,,,,,,,,,,,,,,,,,,
1080,我为自己的选择和努力感到骄傲。,15,大卫,,,,,,,,,,,,,,,,,,
1081,我理解并接纳自己，不以他人期待为尺度。,19,大卫,,,,,,,,,,,,,,,,,,
1082,我有自己的节奏，不必急于求成。,15,大卫,,,,,,,,,,,,,,,,,,
1083,我专注于自己的成长，而非他人的期待。,18,大卫,,,,,,,,,,,,,,,,,,
1084,我能感受到自己的呼吸，平静就在呼吸之间。,20,大卫,,,,,,,,,,,,,,,,,,
1085,我能控制自己的反应，从而掌控生活的方向。,20,大卫,,,,,,,,,,,,,,,,,,
1086,我选择专注于当下，让焦虑随风而去。,17,大卫,,,,,,,,,,,,,,,,,,
