序号,自我肯定语,合集,合集理由,权重,曝光点赞率,不感兴趣次数,是否短断句,生产者,感情状况,感情状况理由,最近的感觉,什么让你有这种感觉,最近的感觉理由,场景,子场景,用户需求,心理作用机制与功能,句子级别,备注
4400,我不将就。,"['自尊心', '自信', '个人成长', '积极心态']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '虽然语句传达了坚定的态度，但未明确涉及面对挑战时的勇气召唤。'}}",,,,,,"['快乐地单身着', '单身但准备好了开始新的恋情']",不放'正在恋爱'是因为该自我肯定语强调不将就，而处于恋爱中的人可能已经做出了选择，不符合语境；不放'最近刚分手'是因为该自我肯定语更多体现对未来的期待，而刚分手的人可能更多需要疗愈和释怀；不放'处在一段艰难的亲密关系中'是因为该自我肯定语强调不将就，而处于艰难关系中的人可能更多需要解决矛盾和困惑；不放'有点辛苦的暗恋'是因为该自我肯定语强调不将就，而暗恋中的人可能更多需要勇气和主动。,"['一般', '不好']",['自己'],该自我肯定语表达了一种不妥协、不将就的态度，适合那些对自己有要求、不满足于现状的用户。它更倾向于【一般】和【不好】的情感状态，因为这些用户可能正面临挑战或不满，需要自我激励和肯定。【开心】和【很好】的用户可能已经比较满意现状，不太需要这种自我肯定。【糟糕】的情感状态过于消极，可能需要更多的安慰和支持，而不是自我肯定。该句子主要强调个人态度和自我要求，与【家庭】、【朋友】、【工作】等因素关系不大，因此选择【自己】作为相关因素。,,,,,,
4401,这个世界有专属于我的位置。,"['自信', '个人成长', '我很好']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '积极心态': '虽然语句具有积极意味，但更侧重于自我肯定和价值认知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '虽然语句隐含勇气，但更侧重于自我肯定和价值认知。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的原因是，这句话强调的是个人价值和自信，而这两个状态更多涉及情感失落和关系矛盾，与这句话的积极自我肯定不太匹配。不放'有点辛苦的暗恋'的原因是，这句话虽然表达了自信，但并没有直接涉及人际交往和勇气，与暗恋状态的特定需求不太相关。,"['很好', '开心']",['自己'],这句话表达了自信和个人价值，适合开心和很好的情感状态。句子中没有提及家庭、朋友、工作、健康、感情和学业，所以这些标签都不适用。,,,,,,
4402,不必遗憾，我的人生从今天开始。,"['积极心态', '个人成长', '我很好']","{'未选合集及理由': {'自信': '虽然句子有积极的含义，但并未强调自我信任或能力自信。', '艰难时刻': '语句未涉及面对挑战或困难时的坚韧和希望。', '平静内心': '未体现寻找心理宁静或情绪管理的需求。', '抗击抑郁': '句子未聚焦于对抗负面情绪或重建自我价值感。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '未直接关于滋养自我或自我爱护的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['最近刚分手', '单身但准备好了开始新的恋情', '快乐地单身着']",不放'正在恋爱'和'处在一段艰难的亲密关系中'的理由：自我肯定语'不必遗憾，我的人生从今天开始'表达了对过去的放下和对未来的积极期待，更符合刚结束一段关系、单身但准备好开始新恋情或享受单身状态的用户。而正在恋爱和处在艰难关系中的人可能更多关注当前关系的维持和发展，与该自我肯定语的情境不太匹配。不放'有点辛苦的暗恋'的理由：该自我肯定语强调对过去的放下和新开始，而辛苦暗恋的人可能更关注如何争取和改变现状，与该自我肯定语的情境不完全契合。,"['不好', '一般']",['自己'],该自我肯定语表达了一种积极向上的态度，鼓励用户从今天开始新的人生，因此更倾向于【开心】和【很好】。但由于句子中没有明确提及家庭、朋友、工作、健康、感情或学业等具体因素，所以只选择了【自己】作为相关因素。,,,,,,
4403,我争取我应得的权利。,"['自信', '勇气']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'有点辛苦的暗恋'的理由：这句话强调了争取自己的权利，对于刚分手的人来说，可能更多需要的是疗愈和释怀，而不是争取权利；对于辛苦的暗恋者来说，这句话可能不太适用，因为他们可能需要更多关于勇气和人际交往的自我肯定语。,"['一般', '不好']",['自己'],该自我肯定语表达了争取权利的决心，体现了自信和力量感，适合一般和不好的情感状态。句子没有明确涉及开心、很好、糟糕等情感状态，也没有提及家庭、朋友、工作、健康、感情、学业等具体因素，因此不放这些标签。,,,,,,
4404,我不辜负自己的期待。,"['自信', '自尊心', '个人成长', '积极心态']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",这句话强调了自我肯定和自我期待，适合于正在恋爱中的人，因为他们需要对自己的期待和关系负责；也适合于快乐地单身着的人，因为他们在享受单身的同时，也在期待和准备着下一段恋情；同样适合于单身但准备好了开始新的恋情的人，因为他们在自我肯定中展现出对新恋情的期待和准备。这句话没有涉及到处在一段艰难的亲密关系中和有点辛苦的暗恋的情况，因为这些情况下的人可能更多地需要处理关系中的问题和矛盾，而不是强调自我期待。,"['很好', '开心']",['自己'],这句话表达了自信和自我肯定，适合开心和很好的情感状态。句子中没有提到家庭、朋友、工作、健康、感情和学业等因素，所以只选择了'自己'标签。,,,,,,
4405,我不自责。,"['抗击抑郁', '自我关怀', '爱自己', '我很好']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '心碎疗愈': '无情感伤害或关系修复内容。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '自尊心': '未强调自身价值体系的稳固。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['处在一段艰难的亲密关系中', '最近刚分手', '有点辛苦的暗恋']",自我肯定语“我不自责”适合处在一段艰难的亲密关系中、最近刚分手和有点辛苦的暗恋的用户。对于正在恋爱和快乐地单身着的用户，他们的感情状态相对积极，不太可能需要这种自我肯定来应对自责情绪。对于单身但准备好了开始新的恋情的用户，他们对新恋情抱有期待，也不太需要这种自我肯定。,"['不好', '糟糕']",['自己'],不放'开心'和'很好'的理由是这句话'我不自责'表达了一种自我肯定，通常是在情绪低落时用来提升自我价值感的；不放'一般'的理由是这句话有较强的情感倾向，不适用于中性情绪状态；不放'家庭'、'朋友'、'工作'、'健康'、'感情'和'学业'的理由是因为句子中没有明确提及这些因素。,,,,,,
4406,没有人能真正伤害我。,"['自信', '勇气']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '处在一段艰难的亲密关系中', '最近刚分手', '有点辛苦的暗恋']",这句话强调了自我价值和自我保护，适合正在恋爱中需要保持自我价值感的用户，适合处在一段艰难的亲密关系中需要提升自信和自我保护意识的用户，适合最近刚分手需要疗愈和自我肯定的用户，适合有点辛苦的暗恋需要勇气和自我肯定的用户。而快乐地单身着和单身但准备好了开始新的恋情的用户，更多强调享受单身和对新恋情的期待，与这句话的语境不太匹配。,"['一般', '不好', '糟糕']",['自己'],自我肯定语'没有人能真正伤害我'表达了一种自我保护和自信的态度，适合推送给情感状态为一般、不好和糟糕的用户。这句话强调了个人的力量和韧性，可以帮助这些用户增强自信和自我价值感。开心和很好的用户可能已经具备这种积极的心态，所以不是最佳选择。句子中没有提到家庭、朋友、工作、健康、感情或学业等具体因素，所以只选择了'自己'作为相关因素。,,,,,,
4407,我不被定义。,"['自信', '自尊心', '个人成长', '擦拭信念']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['快乐地单身着', '单身但准备好了开始新的恋情']",自我肯定语“我不被定义”强调个体的独立性和不受限制，适合快乐地单身着的用户，因为他们享受独处和自我成长。同时，也适合单身但准备好了开始新的恋情的用户，因为他们可能在寻找新的关系中寻求自我认同和独立性。这句话对于正在恋爱、最近刚分手、处在一段艰难的亲密关系中和有点辛苦的暗恋的用户来说，可能不太适用，因为这些状态更多涉及亲密关系和情感依赖，而“我不被定义”更强调个体独立性。,['一般'],['自己'],这句话表达了一种自我肯定的态度，强调个体的独立性和不受他人定义的重要性。它适合于情感状态为'一般'的用户，因为它传递了一种中性的自信和自我认同感。这句话没有明显的积极或消极情绪，所以不适合'开心'、'很好'、'不好'和'糟糕'的情感状态。同时，这句话主要关注的是个体自身，而不是外部因素如家庭、朋友、工作等，所以选择了'自己'作为相关因素。,,,,,,
4408,我尊重所有声音，但我只成为自己。,"['自尊心', '自信', '人际交往']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '虽然语句有坚定自我的意味，但更侧重于自我尊重和自信，与直接的勇气表达不完全吻合。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话强调的是个人独立性和自我尊重，而这两个状态更多涉及情感上的失落和关系中的矛盾。不放'有点辛苦的暗恋'的理由是，这句话没有直接涉及人际交往或勇气，而是更侧重于自我认知和独立性。,"['一般', '很好']",['自己'],该自我肯定语表达了尊重他人但坚持自我的态度，适合情感状态为一般和很好的用户。句子没有涉及家庭、朋友、工作、健康、感情和学业等外部因素，而是强调自我认知和自我肯定，因此选择'自己'作为相关因素。,,,,,,
4409,我不让世俗淹没生活的浪漫与热情。,"['积极心态', '愉悦心情', '焕发生命力', '勇气']","{'未选合集及理由': {'个人成长': '语句未聚焦于个人发展或学习进步。', '自信': '虽然句子中有积极态度，但未明确强调自我信任或能力。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '虽然句子有积极情绪，但更强调生活态度和内在活力。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话强调的是个人对生活的热情和浪漫，而不是对过去关系的反思或当前关系的挣扎。不放'有点辛苦的暗恋'的理由是，这句话没有直接涉及到人际交往或勇气，而是更侧重于个人的生活态度和情感状态。,"['一般', '很好']",['自己'],该自我肯定语表达了对生活的浪漫与热情的坚持，具有积极的情感倾向，适合推送给'一般'和'很好'情感状态的用户。句子中没有明确涉及家庭、朋友、工作、健康、感情、学业等外部因素，而是强调自我态度和内在动力，因此选择'自己'作为相关因素。,,,,,,
4410,我要在最快乐的年纪活得精彩且迷人。,"['愉悦心情', '积极心态']","{'未选合集及理由': {'个人成长': '句子未涉及个人发展或学习进步的内容。', '自信': '虽然句子表达了积极态度，但未强调自我信任或能力肯定。', '艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'的理由是这句话强调活在当下的快乐和精彩，而'最近刚分手'的用户可能更关注情感疗愈和释怀。不放'处在一段艰难的亲密关系中'的理由是这句话表达的是一种积极乐观的生活态度，而'处在一段艰难的亲密关系中'的用户可能更关注解决关系中的问题和矛盾。不放'有点辛苦的暗恋'的理由是这句话强调的是自我价值和精彩生活，而'有点辛苦的暗恋'的用户可能更关注情感的表达和勇气。,"['开心', '很好']",['自己'],该自我肯定语表达了积极的情绪和自信，适合推送给情感状态为'开心'和'很好'的用户。句子中没有提及家庭、朋友、工作、健康、感情或学业相关的内容，因此只选择了'自己'作为相关因素。,,,,,,
