序号,自我肯定语,合集,合集理由,权重,曝光点赞率,不感兴趣次数,是否短断句,生产者,感情状况,感情状况理由,最近的感觉,什么让你有这种感觉,最近的感觉理由,场景,子场景,用户需求,心理作用机制与功能,句子级别,备注
4411,我光荣地受伤，也勇敢地痊愈自己。,"['勇气', '自信', '个人成长']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['最近刚分手', '处在一段艰难的亲密关系中', '有点辛苦的暗恋']",不放'正在恋爱'的理由是这句话强调了受伤和自我痊愈，与正在恋爱的积极情感不符；不放'快乐地单身着'的理由是这句话更侧重于受伤后的自我疗愈，而快乐地单身着强调的是享受独处和独立自主，没有受伤和疗愈的语境；不放'单身但准备好了开始新的恋情'的理由是这句话虽然有自我疗愈的成分，但更强调的是勇敢面对伤痛，与准备好开始新恋情的积极心态不完全匹配。,"['不好', '糟糕']","['健康', '自己']",该自我肯定语中提到了'受伤'和'痊愈'，这与'健康'和'自己'相关，因为涉及到个人的身体状态和自我恢复。没有选择'家庭'、'朋友'、'工作'、'感情'和'学业'是因为句子中没有明确提及这些因素。,,,,,,
4412,那些让我痛苦至极的事，总有一天我会笑着说出来。,"['艰难时刻', '勇气']","{'未选合集及理由': {'平静内心': '语句未涉及寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '个人成长': '语句未强调学习和进步。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['最近刚分手', '处在一段艰难的亲密关系中']",这句话适合最近刚分手和处在一段艰难的亲密关系中的人，因为它表达了从痛苦中走出、最终能够笑着说出往事的情感转变。而这句话不太适合正在恋爱的人，因为他们目前的感情状态是积极的；也不适合快乐地单身着和单身但准备好了开始新的恋情的人，因为他们目前的状态是享受单身或期待新恋情，没有经历过痛苦至极的事；对于有点辛苦的暗恋的人，这句话更多是关于从痛苦中走出，而不是关于暗恋的主动和勇气。,"['不好', '糟糕']",['自己'],该自我肯定语表达了经历痛苦后能够笑着说出来的转变，适合推送给情感状态为【不好】和【糟糕】的用户，因为他们可能正经历着需要安慰和情绪调节的阶段。句子中没有明确提及家庭、朋友、工作、健康、感情、学业等因素，因此选择与自我感受相关的【自己】标签。,,,,,,
4413,重要的不是我来自何处，而是我去往何方。,"['个人成长', '追梦无悔', '积极心态', '自信']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '勇气': '虽然句子有积极向上的意味，但未明确强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '单身但准备好了开始新的恋情', '快乐地单身着']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话强调的是个人未来的方向和选择，而不是当前的关系状态或情感困扰。不放'有点辛苦的暗恋'的理由是，这句话没有直接涉及人际交往或勇气，而是关于个人未来方向的自我肯定。,"['一般', '很好']",['自己'],该自我肯定语强调个人的方向和目标，与个人成长和自我认知相关，因此适合一般和很好的情感状态。句子中没有提及家庭、朋友、工作、健康、感情或学业等具体因素，所以选择'自己'作为相关因素。,,,,,,
4414,爱与被爱是我人生的成就。,"['亲密关系', '追梦无悔']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '个人成长': '虽然涉及成长，但更侧重于爱情成就，与个人成长合集的焦点不完全吻合。', '自信': '虽然涉及自信，但更侧重于爱情领域的自信，与自信合集的广泛性不完全匹配。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '单身但准备好了开始新的恋情']",不放'最近刚分手'是因为这句话强调的是爱与被爱是成就，而刚分手的人可能正经历情感失落，不一定能感受到这一点。不放'处在一段艰难的亲密关系中'是因为这句话强调的是爱与被爱的成就，而处在艰难关系中的人可能正经历矛盾和挣扎，不一定能体会到这一点。不放'快乐地单身着'是因为这句话强调的是爱与被爱，而快乐单身的人可能更注重自我成长和独立，不一定追求爱情。不放'有点辛苦的暗恋'是因为这句话强调的是爱与被爱的成就，而辛苦暗恋的人可能正经历单方面的付出和不确定性，不一定能体会到这一点。,"['开心', '很好']",['感情'],该自我肯定语表达了爱与被爱是人生的成就，具有积极的情感倾向，适合推送给感到开心和很好的用户。句子中没有提及家庭、朋友、工作、健康、学业和自己的因素，因此只选择感情标签。,,,,,,
4415,时间会治愈一切。,"['平静内心', '抗击抑郁', '自我关怀', '我很好']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '心碎疗愈': '无情感伤害或关系修复内容。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['最近刚分手', '处在一段艰难的亲密关系中']",自我肯定语'时间会治愈一切'适合最近刚分手和处在一段艰难的亲密关系中的人，因为这些情况都涉及到情感上的伤痛和需要疗愈。而正在恋爱的人情感状态良好，快乐地单身着和单身但准备好了开始新的恋情的人对现状比较满意，不需要疗愈，所以不适合。有点辛苦的暗恋的人需要的是勇气和鼓励，而不是疗愈，所以也不适合。,"['不好', '糟糕']",['自己'],该自我肯定语'时间会治愈一切'具有治愈性质，适合推送给情感状态为'不好'和'糟糕'的用户，因为它们可能正经历需要安慰和情绪调节的阶段。句子没有明确提及家庭、朋友、工作、健康、感情、学业等具体因素，因此选择'自己'作为相关因素。,,,,,,
4416,今晚我会关灯好好睡一觉。,"['自我关怀', '减压放松', '平静内心']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话主要强调的是个人休息和自我照顾，与情感关系状态的直接关联性不大。不放'有点辛苦的暗恋'的理由是，这句话更多关注于个人休息和自我照顾，而'有点辛苦的暗恋'更侧重于情感的主动和人际交往。,"['不好', '一般']","['健康', '自己']",该自我肯定语表达了想要好好休息的愿望，这可能暗示了用户当前感到疲劳或压力，因此适合【不好】和【一般】的情感状态。句子中没有提及家庭、朋友、工作、感情或学业，因此这些标签不适用。,,,,,,
4417,漫漫长夜总有天明。,"['艰难时刻', '积极心态']","{'未选合集及理由': {'平静内心': '语句未涉及心理宁静或情绪管理。', '抗击抑郁': '未聚焦于低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '未体现自我滋养或自我照顾。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['最近刚分手', '处在一段艰难的亲密关系中', '有点辛苦的暗恋']",自我肯定语“漫漫长夜总有天明”表达了一种从困境中看到希望和光明的情感，适合正在经历感情挫折或困难的用户。因此，适合“最近刚分手”、“处在一段艰难的亲密关系中”和“有点辛苦的暗恋”的用户。而“正在恋爱”和“快乐地单身着”的用户当前感情状态相对积极，不太需要这种自我肯定；“单身但准备好了开始新的恋情”的用户虽然单身，但对未来充满期待，也不太需要这种自我肯定。,"['不好', '糟糕']",['自己'],该自我肯定语'漫漫长夜总有天明'表达了一种从困境中看到希望的情感倾向，适合推送给情感状态为'不好'和'糟糕'的用户，因为这些用户可能正经历一些困难或低谷时期，需要鼓励和希望。句子中没有明确提到家庭、朋友、工作、健康、感情或学业等因素，所以选择'自己'作为相关因素，表示这种情感状态可能与个人的内心体验和自我感受有关。,,,,,,
4418,我是真真正正一步一步长大的，我是无数个我中唯一幸存的我。,"['个人成长', '自信', '我很好']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['快乐地单身着', '单身但准备好了开始新的恋情']",不放'正在恋爱'的理由是该自我肯定语强调的是个人成长和自我认同，与正在恋爱中的情感状态关联不大。不放'最近刚分手'的理由是该自我肯定语没有涉及情感失落或疗愈的主题。不放'处在一段艰难的亲密关系中'的理由是该自我肯定语没有涉及关系中的矛盾或挣扎。不放'有点辛苦的暗恋'的理由是该自我肯定语没有涉及人际交往或勇气的主题。,"['一般', '不好']",['自己'],该自我肯定语表达了个人成长和自我认同，与开心和很好情感状态的积极情绪不完全吻合，因此不放开心和很好标签。同时，句子中没有明确提及家庭、朋友、工作、健康、感情和学业相关因素，所以不放这些标签。,,,,,,
4419,我爱我缓慢向上的勇气。,"['自信', '勇气']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '积极心态': '未强调乐观思维或积极感知。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。'}}",,,,,,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的原因是，这句话强调的是个人成长和自我肯定，与情感失落和关系中的矛盾不相关。不放'有点辛苦的暗恋'的原因是，这句话没有涉及人际交往和勇气，而是强调自我肯定和成长。,"['很好', '一般']",['自己'],该自我肯定语表达了对自身勇气的肯定和接纳，情感倾向较为积极，因此更适合【很好】和【一般】的情感状态。句子中没有明确涉及家庭、朋友、工作、健康、感情、学业等外部因素，所以只选择了与自我相关的标签。,,,,,,
4420,任意一个时刻都可以是我新的出发点。,"['个人成长', '点燃动力', '积极心态']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '最近刚分手', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']",该自我肯定语具有普遍性，适用于多种感情状态。'任意一个时刻都可以是我新的出发点'表达了积极的态度和改变的可能性，适合正在恋爱的人寻求新的开始，适合刚分手的人走出过去，适合处在艰难关系中的人寻求改变，适合单身者追求新生活，也适合准备好开始新恋情的人。没有不适合的感情状况，因此不放'有点辛苦的暗恋'标签。,"['很好', '一般']",['自己'],该自我肯定语表达了积极向上的态度，鼓励用户在任何时刻都可以作为新的出发点，因此更倾向于【很好】和【一般】的情感状态。句子中没有提及家庭、朋友、工作、健康、感情、学业等具体因素，而是强调自我肯定和自我激励，因此只选择了【自己】作为相关因素。,,,,,,
4421,就算结果不如意，我也赞赏努力的过程。,"['个人成长', '积极心态', '自信']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '追梦无悔': '未体现追梦或不懈努力情境。', '勇气': '未强调面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '最近刚分手', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情']",这句自我肯定语强调了对努力过程的赞赏，无论结果如何。这种积极的自我肯定适用于多种感情状况： 1. 正在恋爱：在亲密关系中，努力和付出是重要的，即使结果不如意，也值得赞赏。 2. 最近刚分手：分手后可能会有失落感，但这句自我肯定语鼓励人们赞赏自己过去的努力，有助于情感疗愈。 3. 处在一段艰难的亲密关系中：关系中的挣扎和努力值得赞赏，即使结果不如预期。 4. 快乐地单身着：单身时的自我成长和努力同样值得赞赏。 5. 单身但准备好了开始新的恋情：在准备开始新恋情的过程中，过去的努力和成长值得肯定。 这句自我肯定语没有明显不适合的感情状况，因此适用于以上所有标签。,"['不好', '一般']",['自己'],该自我肯定语表达了对努力过程的赞赏，即使结果不如意，适合推送给情感状态为'不好'和'一般'的用户，因为他们可能正面临一些挑战或不如意的情况。句子中没有明确涉及家庭、朋友、工作、健康、感情或学业等因素，因此选择'自己'作为相关因素。,,,,,,
4422,现在迈出的每一步都让我更加坚信未来。,"['个人成长', '积极心态', '自信', '追梦无悔']","{'未选合集及理由': {'艰难时刻': '语句不涉及自我安抚或情绪困境的接纳。', '平静内心': '不符合寻找心理宁静的需求。', '抗击抑郁': '语句未聚焦低落情绪的恢复。', '心碎疗愈': '无情感伤害或关系修复内容。', '自我关怀': '无直接关于滋养自我的表达。', '减压放松': '未体现压力释放或当下放松意图。', '感恩练习': '不涉及感恩或资源觉察内容。', '爱我的身体': '无身体相关的觉察或积极接纳表达。', '爱自己': '未明确传达无条件自我认同。', '自尊心': '未强调自身价值体系的稳固。', '我很好': '不涉及自我状态的简单确认。', '愉悦心情': '不涉及日常愉悦感知。', '焕发生命力': '未关注唤醒内在活力或潜能。', '点燃动力': '不涉及突破行动瓶颈或意志召唤。', '拥抱女性身份': '无女性身份相关内容。', '女性力量': '未涉及抗争/主权意识建构。', '亲密关系': '语句未指向关系修复或信任建设。', '人际交往': '未关注社交掌控感或边界维护。', '爱家人': '未提及家庭成员或家庭关系。', '原谅': '无关于宽恕他人或自我原谅的内容。', '事业成功': '无职业发展或成就目标导向。', '擦拭信念': '未涉及信念重塑或理想追求。', '勇气': '虽然语句中有坚定未来的信念，但未明确体现面对挑战时的勇气召唤。'}}",,,,,,"['正在恋爱', '单身但准备好了开始新的恋情', '快乐地单身着']",不放'最近刚分手'和'处在一段艰难的亲密关系中'的理由是，这句话表达的是对未来发展的信心和积极态度，而这两个状态更多涉及情感上的失落和挣扎。不放'有点辛苦的暗恋'的理由是，这句话更多关注个人成长和未来，而这个状态更多涉及对特定人的单方面情感和人际交往的挑战。,"['开心', '很好', '一般']",['自己'],该自我肯定语表达了对未来的积极信念和自信，因此适合推送给'开心'、'很好'和'一般'情感状态的用户。句子中没有提及家庭、朋友、工作、健康、感情或学业相关的内容，所以只选择了'自己'标签。,,,,,,
